County,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06
string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
Galax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampton,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Harrisonburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopewell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynchburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manassas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manassas Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport News,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poquoson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portsmouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roanoke City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staunton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Beach,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Waynesboro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsburg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Winchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Out of VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unassigned,0,0,0,0,0,0,5,0,12,19,26,31,36,36,50
